04/12/2020;10;Beech;Enac Ecole Aviation Civile;Baron 58;1
04/12/2020;10;Beech;False;Baron 58;1
04/12/2020;10;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
04/12/2020;10;Boeing;Emirates Airlines;Boeing 777-36N(ER);1
04/12/2020;10;Boeing;False;737NG 7K2/W;1
04/12/2020;10;Boeing;False;737NG 85P/W;69
04/12/2020;10;Boeing;False;737NG 8AJ BBJ2;1
04/12/2020;10;Boeing;False;737NG 8K2/W;1
04/12/2020;10;Boeing;False;777 206ER;1
04/12/2020;10;Boeing;False;777 21HLR;414
04/12/2020;10;Boeing;False;777 31HER;1
04/12/2020;10;Boeing;False;777 FFX;1
04/12/2020;10;Boeing;Titan Airways;737-436(SF);1
04/12/2020;10;Boeing Charleston (chs);Etihad Airways;Boeing 787-9;1
04/12/2020;10;Boeing Company;British Airways;Boeing 787-10;1
04/12/2020;10;Bombardier;Air Nostrum;CRJ-1000;972
04/12/2020;10;Bombardier;False;Learjet 40;1
04/12/2020;10;Bombardier Inc. Canadair;False;CL 600-2B16;1
04/12/2020;10;Canadair Regional Jet;Air Nostrum;CRJ-1000;1
04/12/2020;10;Cessna;Air Taxi And Charter International;Cessna 525A Citationjet Cj2;1
04/12/2020;10;Cessna;False;172P Skyhawk;1
04/12/2020;10;Cessna;False;172R Skyhawk;10
04/12/2020;10;Cessna;False;Citation CJ4;1
04/12/2020;10;Cessna Aircraft Company;False;510;1
04/12/2020;10;Cessna Aircraft Company;False;560 XL;1
04/12/2020;10;Cessna Aircraft Company;False;CESSNA 510 Citation Mustang;1
04/12/2020;10;Dassault;False;Falcon 2000EX EASy;1
04/12/2020;10;Dassault Aviation;False;FALCON 900EX Falcon 900;1
04/12/2020;10;De Havilland Canada;False;DHC-6 Twin Otter 200;1
04/12/2020;10;Diamond Aircraft;False;Diamond Star DA40D;960
04/12/2020;10;Diamond Aircraft;False;Katana DA20-A1;1
04/12/2020;10;Diamond Aircraft;False;Twin Star DA42;656
04/12/2020;10;Embraer;Bombardier Business Jet Solutions;EMB-135BJ;1
04/12/2020;10;Embraer;False;EMB-190 LR;158
04/12/2020;10;Embraer;False;EMB-190 STD;134
04/12/2020;10;Embraer;False;EMB-195 LR;1
04/12/2020;10;Embraer;False;ERJ 190-200 LR;1
04/12/2020;10;Embraer;False;Phenom 300;1
04/12/2020;10;Embraer;Klm Cityhopper;EMB-190 STD;1
04/12/2020;10;Embraer;Klm Cityhopper;ERJ-175STD;115
04/12/2020;10;Embraer;Klm Cityhopper;ERJ-190STD;1
04/12/2020;10;Embraer;Klm Cityhopper;Embraer ERJ-175;1
04/12/2020;10;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
04/12/2020;10;Eurocopter;False;Squirrel AS.350 B2;1
04/12/2020;10;Eurocopter;False;Squirrel AS.350 B3;1
04/12/2020;10;False;False;False;866850
04/12/2020;10;Grob;Force Aerienne Francaise;G-120;353
04/12/2020;10;Piper;False;PA-28 181 Archer II;1
04/12/2020;10;Reims/cessna;False;F172M;1
04/12/2020;10;Robin;False;DR.400 120 Dauphin 2+2;1
04/12/2020;10;Robin;False;DR.400 120 Petit Prince;819
04/12/2020;10;Robin;False;DR.400 180 Regent;2413
04/12/2020;10;Socata;False;TB20 Trinidad;869
04/12/2020;10;Swearingen;Aero Nova;Metro III;1
04/12/2020;11;Aero;False;AT-3 R100;1
04/12/2020;11;Airbus;Air Arabia Maroc;A320 214SL;1
04/12/2020;11;Airbus;British Airways;350-1041;1
04/12/2020;11;Airbus;False;A319 111;878
04/12/2020;11;Airbus;False;A319 112;1
04/12/2020;11;Airbus;False;A320 214;1
04/12/2020;11;Airbus;False;A320 216SL;1048
04/12/2020;11;Airbus;False;A320 232SL;124
04/12/2020;11;Airbus;False;A330 203;887
04/12/2020;11;Airbus;False;A330 243;1
04/12/2020;11;Airbus;False;Airbus A320 214SL;1
04/12/2020;11;Airbus;False;Airbus A321 211;1
04/12/2020;11;Airbus Industrie;Vueling Airlines;A319-111;1
04/12/2020;11;Airbus Sas;False;AIRBUS A320-214;1
04/12/2020;11;Beech;Dassault Aviation;King Air E90;1
04/12/2020;11;Beech;False;Baron 58;1
04/12/2020;11;Boeing;Asl Airlines Belgium - Belgium;747-409F;1
04/12/2020;11;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
04/12/2020;11;Boeing;Asl Airlines France S.a. - France;Boeing 737-8K5 (W);1
04/12/2020;11;Boeing;False;737NG 73S/W;1
04/12/2020;11;Boeing;False;737NG 79T/W BBJ;1
04/12/2020;11;Boeing;False;737NG 7K2/W;1
04/12/2020;11;Boeing;False;737NG 85P/W;1
04/12/2020;11;Boeing;False;737NG 8AJ BBJ2;1
04/12/2020;11;Boeing;False;737NG 8B6/W;1
04/12/2020;11;Boeing;False;737NG 8K2/W;82
04/12/2020;11;Boeing;False;747 467F;1
04/12/2020;11;Boeing;False;777 31HER;1
04/12/2020;11;Boeing;False;Boeing 737 4S3SF;1
04/12/2020;11;Boeing;False;Boeing 737NG 86Q/W;1
04/12/2020;11;Boeing;False;Boeing 787 9;1
04/12/2020;11;Boeing;Royal Air Maroc;737NG 7B6/W;1
04/12/2020;11;Bombardier;Air Nostrum;CRJ-1000;1
04/12/2020;11;Bombardier;False;Learjet 40;1
04/12/2020;11;Cessna;False;Citation XLS;1
04/12/2020;11;Cessna Aircraft;Netjets Europe;680a Citation Latitude;1
04/12/2020;11;Cessna Aircraft Company;False;510;1
04/12/2020;11;Cessna Aircraft Company;False;560 XL;1
04/12/2020;11;Cessna Aircraft Company;False;CESSNA 510 Citation Mustang;1
04/12/2020;11;Cessna Aircraft Company;Globeair;510;1
04/12/2020;11;Dassault;False;Falcon 2000EX EASy;1
04/12/2020;11;Diamond Aircraft;False;Diamond Star DA40D;563
04/12/2020;11;Diamond Aircraft;False;Twin Star DA42;291
04/12/2020;11;Embraer;Bombardier Business Jet Solutions;EMB-135BJ;1
04/12/2020;11;Embraer;False;EMB-190 LR;7380
04/12/2020;11;Embraer;False;EMB-190 STD;1
04/12/2020;11;Embraer;False;EMB-195 AR;1
04/12/2020;11;Embraer;False;EMB-195 LR;1
04/12/2020;11;Embraer;False;ERJ-145 EU;1
04/12/2020;11;Embraer;False;Embraer EMB-190 LR;1
04/12/2020;11;Embraer;Klm Cityhopper;EMB-190 STD;1
04/12/2020;11;Embraer;Klm Cityhopper;ERJ-175STD;936
04/12/2020;11;Embraer;Klm Cityhopper;ERJ-190STD;1
04/12/2020;11;Embraer;Klm Cityhopper;Embraer ERJ-175;1
04/12/2020;11;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
04/12/2020;11;False;False;False;723892
04/12/2020;11;False;Virgin Atlantic Airways;Airbus A350-1041;1
04/12/2020;11;False;Volotea;False;1
04/12/2020;11;Flight Design;False;Flight Design CT 2K;1
04/12/2020;11;Gardan;False;GY-80 180 Horizon;1
04/12/2020;11;Gulfstream Aerospace;False;G550;1
04/12/2020;11;Jetstream Aircraft Ltd;False;JETSTREAM 4100 Jetstream 41;1
04/12/2020;11;Partenavia;False;P.68C Victor;1
04/12/2020;11;Piaggio;False;P-180 Avanti;1
04/12/2020;11;Piper;False;PA-28 181 Archer II;365
04/12/2020;11;Piper;False;Piper PA-46 310P Malibu;1
04/12/2020;11;Reims/cessna;False;F172M;1
04/12/2020;11;Robin;False;DR.400 120 Dauphin 2+2;738
04/12/2020;11;Robin;False;DR.400 120 Petit Prince;373
04/12/2020;11;Robin;False;DR.400 140B Major;1
04/12/2020;11;Robin;False;DR.400 180 Regent;506
04/12/2020;11;Socata;False;TB20 Trinidad;866
04/12/2020;11;Swearingen;Aero Nova;Metro III;1
04/12/2020;12;Aero;False;AT-3 R100;1
04/12/2020;12;Airbus;Air Arabia Maroc;A320 214SL;1
04/12/2020;12;Airbus;False;A319 111;1
04/12/2020;12;Airbus;False;A319 112;329
04/12/2020;12;Airbus;False;A320 214;1
04/12/2020;12;Airbus;False;A320 216SL;5719
04/12/2020;12;Airbus;False;A320 232SL;707
04/12/2020;12;Airbus;False;A330 203;64
04/12/2020;12;Airbus;False;Airbus A320 214SL;1
04/12/2020;12;Airbus Industrie;British Airways;A320-251N;345
04/12/2020;12;Airbus Industrie;Virgin Atlantic Airways; A350-1041;1
04/12/2020;12;Airbus Sas;False;AIRBUS A319-111;1
04/12/2020;12;Avions De Transport Regional;False;ATR 72 600;1
04/12/2020;12;Beech Aircraft Corporation;False;BEECH 200 Super Kingair;1
04/12/2020;12;Boeing;Asl Airlines France S.a. - France;Boeing 737-8K5 (W);1
04/12/2020;12;Boeing;Ethiopian Airlines;777 F6N;1
04/12/2020;12;Boeing;False;737NG 73S/W;1
04/12/2020;12;Boeing;False;737NG 79T/W BBJ;1
04/12/2020;12;Boeing;False;737NG 85P/W;87
04/12/2020;12;Boeing;False;737NG 8B6/W;1
04/12/2020;12;Boeing;False;737NG 8K2/W;1
04/12/2020;12;Boeing;False;747 467F;1
04/12/2020;12;Boeing;False;777 206ER;1
04/12/2020;12;Boeing;False;777 306ER;1
04/12/2020;12;Boeing;False;Boeing 737 408SF;1
04/12/2020;12;Boeing;False;Boeing 737NG 86Q/W;1
04/12/2020;12;Boeing;False;Boeing 787 9;1
04/12/2020;12;Boeing;Royal Air Maroc;737NG 7B6/W;1
04/12/2020;12;Boeing;Saudia Cargo;B777-FFG;1
04/12/2020;12;Boeing Charleston (chs);Etihad Airways;Boeing 787-9;1
04/12/2020;12;Bombardier;Air Nostrum;CRJ-1000;1
04/12/2020;12;Canadair Regional Jet;Air Nostrum;CRJ-1000;1
04/12/2020;12;Cessna;False;172S Skyhawk SP;1
04/12/2020;12;Cessna;False;185B Skywagon;1
04/12/2020;12;Cessna;False;Cessna Citation CJ1;1
04/12/2020;12;Cessna;False;Citation XLS;1
04/12/2020;12;Cessna Aircraft Company;False;510;1
04/12/2020;12;Cessna Aircraft Company;False;CESSNA 510 Citation Mustang;1
04/12/2020;12;Cessna Aircraft Company;Globeair;510;1
04/12/2020;12;Cirrus Design;False;SR20;1
04/12/2020;12;Dassault;False;Falcon 2000EX EASy;1
04/12/2020;12;Embraer;Bombardier Business Jet Solutions;EMB-135BJ;1
04/12/2020;12;Embraer;False;EMB-190 LR;19494
04/12/2020;12;Embraer;False;EMB-190 STD;3009
04/12/2020;12;Embraer;False;EMB-195 AR;1840
04/12/2020;12;Embraer;False;ERJ-145 EU;1
04/12/2020;12;Embraer;False;Embraer EMB-190 LR;1
04/12/2020;12;Embraer;False;Embraer Phenom 300;1
04/12/2020;12;Embraer;False;Phenom 300;1
04/12/2020;12;Embraer;Klm Cityhopper;EMB-190 STD;1
04/12/2020;12;Embraer;Klm Cityhopper;ERJ-190STD;1
04/12/2020;12;Embraer;Tap Express;EMB-195 AR;1
04/12/2020;12;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
04/12/2020;12;False;False;False;790464
04/12/2020;12;Flight Design;False;Flight Design CT 2K;1
04/12/2020;12;Gardan;False;GY-80 180 Horizon;1
04/12/2020;12;Grob;Force Aerienne Francaise;G-120;1
04/12/2020;12;Gulfstream Aerospace;False;G550;1
04/12/2020;12;Issoire Aviation;False;APM-20 Lionceau;1
04/12/2020;12;Nh Industries;False;NH90 NFH;1
04/12/2020;12;Partenavia;False;P.68C Victor;1
04/12/2020;12;Piper;False;PA-28 161 Cadet;1
04/12/2020;12;Piper;False;PA-28 181 Archer II;463
04/12/2020;12;Piper;False;Piper PA-46 310P Malibu;1
04/12/2020;12;Raytheon Aircraft Company;False;400 XP;1
04/12/2020;12;Reims/cessna;False;F172M;779
04/12/2020;12;Robin;False;DR.400 120 Dauphin 2+2;996
04/12/2020;12;Robin;False;DR.400 120 Petit Prince;1017
04/12/2020;12;Robin;False;DR.400 140B Major;1
04/12/2020;12;Sud Aviation;False;Alouette Astazou SA.318C;1
04/12/2020;13;Aero;False;AT-3 R100;1343
04/12/2020;13;Agustawestland;False;AW.109 SP Grand New;1
04/12/2020;13;Airbus;False;A319 112;81
04/12/2020;13;Airbus;False;A320 216SL;1398
04/12/2020;13;Airbus;False;A320 232SL;1
04/12/2020;13;Airbus;False;A330 203;4384
04/12/2020;13;Airbus;False;Airbus A320 214SL;1
04/12/2020;13;Airbus Industrie;British Airways;A320-251N;397
04/12/2020;13;Airbus Industrie;False;AIRBUS A319-131;1
04/12/2020;13;Airbus Industrie;Virgin Atlantic Airways; A350-1041;1
04/12/2020;13;Airbus Industrie;Vueling Airlines;A319-111;1
04/12/2020;13;Airbus Sas;Easyjet Airline Company Limited - United Kingdom;Airbus 321-251NX;1
04/12/2020;13;Airbus Sas;False;AIRBUS A319-111;185
04/12/2020;13;Beech;False;Baron 58;1
04/12/2020;13;Beech Aircraft Corporation;False;BEECH 200 Super Kingair;1
04/12/2020;13;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
04/12/2020;13;Boeing;Emirates Airlines;Boeing 777-36N(ER);1
04/12/2020;13;Boeing;Ethiopian Airlines;777 F6N;1
04/12/2020;13;Boeing;False;737NG 79T/W BBJ;1
04/12/2020;13;Boeing;False;737NG 7K2/W;1
04/12/2020;13;Boeing;False;737NG 85P/W;1
04/12/2020;13;Boeing;False;737NG 8K2/W;1425
04/12/2020;13;Boeing;False;777 21HLR;1
04/12/2020;13;Boeing;False;777 306ER;1
04/12/2020;13;Boeing;False;777 FFX;1
04/12/2020;13;Boeing;False;Boeing 737 4S3SF;1
04/12/2020;13;Boeing;Royal Air Maroc;737-7B6 (W);1
04/12/2020;13;Boeing;Royal Air Maroc;Boeing 737-8B6;1
04/12/2020;13;Boeing;Saudia Cargo;B777-FFG;1
04/12/2020;13;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
04/12/2020;13;Boeing Company;False;BOEING 787-8 Dreamliner;1
04/12/2020;13;Bombardier;False;Challenger 300;1
04/12/2020;13;Canadair Regional Jet;Air Nostrum;CRJ-1000;1
04/12/2020;13;Cessna;False;172P Skyhawk;1
04/12/2020;13;Cessna;False;172S Skyhawk SP;970
04/12/2020;13;Cessna;False;Cessna Citation CJ1;1
04/12/2020;13;Cessna Aircraft Company;False;510;1
04/12/2020;13;Cirrus Design;False;SR20;1
04/12/2020;13;Dassault;False;Dassault Falcon 2000;1
04/12/2020;13;Dassault;Spanish Air Force;Dassault Falcon 900;1
04/12/2020;13;Diamond Aircraft;False;Diamond Star DA40D;1792
04/12/2020;13;Embraer;False;EMB-190 LR;3153
04/12/2020;13;Embraer;False;EMB-190 STD;3533
04/12/2020;13;Embraer;False;EMB-195 AR;15
04/12/2020;13;Embraer;False;EMB-195 LR;1
04/12/2020;13;Embraer;False;Embraer EMB-190 LR;1
04/12/2020;13;Embraer;False;Embraer EMB-190 STD;1
04/12/2020;13;Embraer;False;Embraer Phenom 300;1
04/12/2020;13;Embraer;False;Phenom 300;1
04/12/2020;13;Embraer;Klm Cityhopper;EMB-190 STD;199
04/12/2020;13;Embraer;Klm Cityhopper;ERJ-175STD;2
04/12/2020;13;Embraer;Klm Cityhopper;ERJ-190STD;1
04/12/2020;13;Embraer;Tap Express;EMB-195 AR;1
04/12/2020;13;False;False;False;912409
04/12/2020;13;False;False;unknow;1
04/12/2020;13;False;Klm;Boeing 787-9;1
04/12/2020;13;False;Volotea;False;1
04/12/2020;13;Grob;Force Aerienne Francaise;G-120;1
04/12/2020;13;Gulfstream Aerospace;False;G550;1
04/12/2020;13;Mooney;False;M.20J Model 205;1
04/12/2020;13;Nh Industries;False;NH90 NFH;1
04/12/2020;13;Piel;False;Emeraude CP.301;1
04/12/2020;13;Piper;False;PA-28 161 Warrior II;1
04/12/2020;13;Piper;False;PA-28 161 Warrior III;1
04/12/2020;13;Piper;False;PA-28 181 Archer II;238
04/12/2020;13;Piper;False;Piper PA-46 310P Malibu;1
04/12/2020;13;Pipistrel;False;Pipistrel Alpha Trainer;1
04/12/2020;13;Reims/cessna;False;F172M;1615
04/12/2020;13;Robin;False;DR.400 120 Dauphin 2+2;416
04/12/2020;13;Robin;False;DR.400 120 Petit Prince;2
04/12/2020;13;Robin;False;DR.400 135CDi;1
04/12/2020;13;Robin;False;DR.400 140B Dauphin 4;258
04/12/2020;13;Robin;False;DR.400 140B Major;1
04/12/2020;13;Robin;False;DR.400 160 Chevalier;201
04/12/2020;13;Socata;False;TB10 Tobago;1
04/12/2020;13;Sud Aviation;False;Alouette Astazou SA.318C;1
04/12/2020;13;Tecnam;False;P.2002 Sierra JF;1
04/12/2020;14;Aero;False;AT-3 R100;1
04/12/2020;14;Airbus;Easyjet;Airbus 320-251N;1
04/12/2020;14;Airbus;False;A319 111;1
04/12/2020;14;Airbus;False;A319 112;193
04/12/2020;14;Airbus;False;A320 232SL;1
04/12/2020;14;Airbus;False;A330 203;2689
04/12/2020;14;Airbus;False;A330 243;1
04/12/2020;14;Airbus;Volotea - S.a. - Spain;A319-111;1
04/12/2020;14;Airbus Industrie;British Airways;A320-251N;1
04/12/2020;14;Airbus Industrie;False;AIRBUS A319-131;1
04/12/2020;14;Airbus Industrie;Virgin Atlantic Airways; A350-1041;1
04/12/2020;14;Airbus Sas;Easyjet Airline Company Limited - United Kingdom;320-251N;1
04/12/2020;14;Airbus Sas;False;AIRBUS A319-111;213
04/12/2020;14;Airbus Sas;False;AIRBUS A320-214;1
04/12/2020;14;American Aviation;False;AA-1B;1
04/12/2020;14;Beech;False;Baron 58;1
04/12/2020;14;Beech Aircraft Corporation;False;BEECH 200 Super Kingair;1
04/12/2020;14;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
04/12/2020;14;Boeing;Emirates Airlines;Boeing 777-36N(ER);1
04/12/2020;14;Boeing;Ethiopian Airlines;777 F6N;1
04/12/2020;14;Boeing;False;737NG 85P/W;2087
04/12/2020;14;Boeing;False;737NG 866/W;1
04/12/2020;14;Boeing;False;737NG 8B6/W;1
04/12/2020;14;Boeing;False;737NG 8K2/W;8654
04/12/2020;14;Boeing;False;747 236BF;1
04/12/2020;14;Boeing;False;747 8HVF;1
04/12/2020;14;Boeing;False;777 21HLR;729
04/12/2020;14;Boeing;False;777 381ER;1
04/12/2020;14;Boeing;False;777 FFX;1
04/12/2020;14;Boeing;False;787 8;1
04/12/2020;14;Boeing;False;Boeing 737NG 86Q/W;1
04/12/2020;14;Boeing;Royal Air Maroc;737-7B6 (W);1
04/12/2020;14;Boeing;Royal Air Maroc;Boeing 737-8B6;1
04/12/2020;14;Boeing;Titan Airways;737-436(SF);1
04/12/2020;14;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
04/12/2020;14;Boeing Company;False;BOEING 787-8 Dreamliner;1
04/12/2020;14;Bombardier;False;Challenger 300;1
04/12/2020;14;C.e.a.;False;Jodel DR.220 2+2;1
04/12/2020;14;Cessna;False;172P Skyhawk;1
04/12/2020;14;Cessna;False;172S Skyhawk SP;1
04/12/2020;14;Cessna;False;185B Skywagon;1
04/12/2020;14;Cessna;False;404 Titan;1
04/12/2020;14;Cessna;False;Cessna Citation CJ2+;1
04/12/2020;14;Cessna;False;Citation XLS;1
04/12/2020;14;Czaw;False;PS-28 Cruiser;1
04/12/2020;14;Dassault Aviation;False;FALCON 900EX Falcon 900;1
04/12/2020;14;Diamond Aircraft;False;Diamond Star DA40D;2732
04/12/2020;14;Diamond Aircraft Industries Gmbh;False;DA 40 D Diamond Star;1
04/12/2020;14;Embraer;False;EMB-190 LR;2806
04/12/2020;14;Embraer;False;EMB-190 STD;1
04/12/2020;14;Embraer;False;EMB-195 AR;1
04/12/2020;14;Embraer;False;EMB-195 LR;163
04/12/2020;14;Embraer;False;Embraer EMB-190 STD;1
04/12/2020;14;Embraer;False;Embraer Phenom 300;1
04/12/2020;14;Embraer;Global Jet Austria Gmbh - Austria;EMB-135BJ Legacy 600;1
04/12/2020;14;Embraer;Klm Cityhopper;EMB-190 STD;1
04/12/2020;14;Embraer;Klm Cityhopper;ERJ-175STD;1
04/12/2020;14;Embraer;Klm Cityhopper;ERJ-190STD;1
04/12/2020;14;Embraer;Klm Cityhopper;Embraer ERJ-175;1
04/12/2020;14;Embraer;Tap Express;EMB-195 AR;1
04/12/2020;14;Empresa Brasileira De Aeronautica Sa;False;EMB-145MP;1
04/12/2020;14;False;False;False;874666
04/12/2020;14;False;False;unknow;1
04/12/2020;14;False;Klm;Boeing 787-9;1
04/12/2020;14;Flight Design;False;Flight Design CT 2K;1
04/12/2020;14;Gulfstream Aerospace;Gama Aviation;G650;1
04/12/2020;14;Piel;False;Emeraude CP.301;1
04/12/2020;14;Pilatus;False;PC-XII 45;1
04/12/2020;14;Piper;False;PA-28 161 Warrior III;1
04/12/2020;14;Piper;False;Piper PA-46 310P Malibu;1
04/12/2020;14;Raytheon Aircraft Company;False;400 XP;1
04/12/2020;14;Reims/cessna;False;F172M;1
04/12/2020;14;Robin;False;DR.400 120 Dauphin 2+2;63
04/12/2020;14;Robin;False;DR.400 120 Petit Prince;498
04/12/2020;14;Robin;False;DR.400 140B Dauphin 4;22
04/12/2020;14;Robin;False;DR.400 160 Chevalier;144
04/12/2020;14;Robin;False;DR.400 180 Regent;423
04/12/2020;14;Robinson;False;R22 Mariner II;1
04/12/2020;14;Robinson;False;R44 Raven II;1
04/12/2020;14;Slingsby Aviation Ltd;False;SLINGSBY T67M MKII Firefly;1
04/12/2020;14;Tecnam;False;P.2002 Sierra JF;1
04/12/2020;15;Aero;False;AT-3 R100;1
04/12/2020;15;Airbus;Easyjet;Airbus 320-251N;1
04/12/2020;15;Airbus;False;A319 111;1
04/12/2020;15;Airbus;False;A319 112;1
04/12/2020;15;Airbus;False;A320 214;1
04/12/2020;15;Airbus;False;A320 216;1
04/12/2020;15;Airbus;False;A320 216SL;845
04/12/2020;15;Airbus;False;A320 232SL;1
04/12/2020;15;Airbus;False;A321 211;1
04/12/2020;15;Airbus;False;A321 213;2
04/12/2020;15;Airbus;False;A330 203;1
04/12/2020;15;Airbus Industrie;British Airways;A320-251N;1173
04/12/2020;15;Airbus Industrie;British Airways;A321-251NX;1
04/12/2020;15;Airbus Industrie;False;AIRBUS A319-131;1
04/12/2020;15;Airbus Sas;Easyjet Airline Company Limited - United Kingdom;320-251N;1
04/12/2020;15;Airbus Sas;False;AIRBUS A319-111;69
04/12/2020;15;Airbus Sas;False;AIRBUS A320-214;1
04/12/2020;15;American Aviation;False;AA-1B;1
04/12/2020;15;Beech;False;Baron 58;1
04/12/2020;15;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
04/12/2020;15;Boeing;Cygnus Air;757-223PCF;1
04/12/2020;15;Boeing;False;737NG 85P/W;3483
04/12/2020;15;Boeing;False;737NG 8B6/W;1
04/12/2020;15;Boeing;False;737NG 8K2/W;41
04/12/2020;15;Boeing;False;777 21HLR;1
04/12/2020;15;Boeing;False;777 381ER;1
04/12/2020;15;Boeing;False;777 FFX;1
04/12/2020;15;Boeing;False;Boeing 737NG 86Q/W;1
04/12/2020;15;Boeing;Titan Airways;737-436(SF);1
04/12/2020;15;Boeing Company;British Airways;Boeing 787-10;1
04/12/2020;15;Bombardier;Air Nostrum;CRJ-1000;279
04/12/2020;15;Bombardier;False;Bombardier CRJ 700;1
04/12/2020;15;Bombardier;False;CRJ 700;339
04/12/2020;15;C.e.a.;False;Jodel DR.220 2+2;1
04/12/2020;15;Cessna;False;172P Skyhawk;1
04/12/2020;15;Cessna;False;172R Skyhawk;1
04/12/2020;15;Cessna;False;172S Skyhawk SP;1
04/12/2020;15;Cessna;False;404 Titan;1
04/12/2020;15;Cessna Aircraft Company;False;525;1
04/12/2020;15;Cessna Aircraft Company;False;560 XL;1
04/12/2020;15;Czaw;False;PS-28 Cruiser;1
04/12/2020;15;Dassault Aviation;False;FALCON 900EX Falcon 900;1
04/12/2020;15;Diamond Aircraft;False;Diamond Star DA40D;1149
04/12/2020;15;Diamond Aircraft;False;Twin Star DA42;1
04/12/2020;15;Dornier;False;Do 228 212;1
04/12/2020;15;Embraer;False;EMB-190 LR;11411
04/12/2020;15;Embraer;False;EMB-190 STD;590
04/12/2020;15;Embraer;False;EMB-195 AR;792
04/12/2020;15;Embraer;False;Embraer EMB-190 LR;1
04/12/2020;15;Embraer;False;Embraer Phenom 300;1
04/12/2020;15;Embraer;Global Jet Austria Gmbh - Austria;EMB-135BJ Legacy 600;1
04/12/2020;15;Embraer;Tap Express;EMB-195 AR;1
04/12/2020;15;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
04/12/2020;15;Empresa Brasileira De Aeronautica Sa;False;EMB-145MP;1
04/12/2020;15;Eurocopter;False;Squirrel AS.350 B2;1
04/12/2020;15;False;False;False;827290
04/12/2020;15;False;Virgin Atlantic Airways;Boeing 787-9;1
04/12/2020;15;Flight Design;False;Flight Design CT 2K;1
04/12/2020;15;Gulfstream Aerospace;Gama Aviation;G650;1
04/12/2020;15;Piper;False;PA-28 161 Warrior II;1
04/12/2020;15;Piper;False;PA-28 161 Warrior III;1
04/12/2020;15;Piper;False;Piper PA-46 310P Malibu;1
04/12/2020;15;Raytheon Aircraft Company;False;400 XP;1
04/12/2020;15;Reims/cessna;False;F172L;1
04/12/2020;15;Reims/cessna;False;F172M;1
04/12/2020;15;Robin;False;DR.400 120 Dauphin 2+2;1
04/12/2020;15;Robin;False;DR.400 120 Petit Prince;1
04/12/2020;15;Robin;False;DR.400 140B Dauphin 4;1
04/12/2020;15;Robin;False;DR.400 160 Chevalier;34
04/12/2020;15;Robin;False;DR.400 180 Regent;1
04/12/2020;15;Robinson;False;R22 Mariner II;1
04/12/2020;16;Airbus;Easyjet;Airbus 320-251N;1
04/12/2020;16;Airbus;False;A319 111;1
04/12/2020;16;Airbus;False;A320 214;1
04/12/2020;16;Airbus;False;A320 216;1
04/12/2020;16;Airbus;False;A320 216SL;2030
04/12/2020;16;Airbus;False;A320 232SL;1
04/12/2020;16;Airbus;False;A321 211;1
04/12/2020;16;Airbus;False;A321 213;273
04/12/2020;16;Airbus;False;Airbus A320 214;1
04/12/2020;16;Airbus;Volotea - S.a. - Spain;A319-111;1
04/12/2020;16;Airbus Industrie;British Airways;A320-251N;1
04/12/2020;16;Airbus Industrie;Virgin Atlantic Airways; A350-1041;1
04/12/2020;16;Airbus Sas;False;AIRBUS A319-111;88
04/12/2020;16;Airbus Sas;False;AIRBUS A320-214;1
04/12/2020;16;Beech;False;Beech 1900 D;1
04/12/2020;16;Boeing;Asl Airlines Belgium - Belgium;747-409F;1
04/12/2020;16;Boeing;Cygnus Air;757-223PCF;1
04/12/2020;16;Boeing;Ethiopian Airlines;777 F6N;21
04/12/2020;16;Boeing;False;737NG 85P/W;5
04/12/2020;16;Boeing;False;787 9;1
04/12/2020;16;Boeing;Royal Air Maroc;Boeing 737-8B6;1
04/12/2020;16;Boeing;Saudia Cargo;B777-FFG;1
04/12/2020;16;Boeing Company;False;BOEING 777-236;1
04/12/2020;16;Bombardier;Air Nostrum;CRJ-1000;4765
04/12/2020;16;Bombardier;False;Bombardier CRJ 700;1
04/12/2020;16;Bombardier;False;CRJ 700;4983
04/12/2020;16;Bombardier;False;Learjet 40;1
04/12/2020;16;Bombardier Inc. Canadair;False;CL 600-2B16;1
04/12/2020;16;Cessna;False;172R Skyhawk;1
04/12/2020;16;Cessna;False;Citation II;1
04/12/2020;16;Cessna Aircraft Company;Globeair;510;1
04/12/2020;16;Czaw;False;PS-28 Cruiser;1
04/12/2020;16;Dassault;Corporate Airlink;Dassault Falcon 900 B;1
04/12/2020;16;Dassault;False;Falcon 2000EX EASy;1
04/12/2020;16;Diamond Aircraft;False;Twin Star DA42;1
04/12/2020;16;Embraer;False;EMB-190 LR;17602
