05/12/2020;21;Boeing;Ethiopian Airlines;777 36NER;1
05/12/2020;21;Boeing;False;747 8HVF;1
05/12/2020;21;Boeing;False;777 21HLR;1
05/12/2020;21;Boeing;False;Boeing 777 FFG;1
05/12/2020;21;Embraer;False;EMB-195 LR;1
05/12/2020;21;Empresa Brasileira De Aeronautica Sa;False;ERJ 170-100 LR Embraer 170;1
05/12/2020;21;False;False;False;240199
05/12/2020;22;Airbus;False;Airbus A321 211;1
05/12/2020;22;Airbus Industrie;Ethiopian Airlines;A350-941;1
05/12/2020;22;Airbus Sas;False;AIRBUS A319-111;1
05/12/2020;22;Boeing;Ethiopian Airlines;777 36NER;1
05/12/2020;22;Boeing;False;747 8HVF;1
05/12/2020;22;Boeing Company;British Airways;BOEING 777-36NER;1
05/12/2020;22;Embraer;False;Phenom 300;1
05/12/2020;22;False;False;False;161912
05/12/2020;23;False;Ace Belgium Freighters;Boeing 747-412(BCF);1
05/12/2020;23;False;False;False;129512
05/12/2020;3;Airbus;False;A330 203;2179
05/12/2020;3;Airbus;Norwegian Air Shuttle A.s. T/a Norwegian - Norway;330-223;1
05/12/2020;3;Boeing;Ethiopian Airlines;787 8;1
05/12/2020;3;Boeing;False;777 39PER;1
05/12/2020;3;Boeing;False;Boeing 737 408SF;1
05/12/2020;3;Boeing;False;Boeing 777 306ER;1
05/12/2020;3;Boeing Commercial Airplane Group;False;737-400;1
05/12/2020;3;Boeing Company;British Airways;BOEING 777-36NER;1
05/12/2020;3;Boeing Company;Cygnus Air;Boeing 757-200(F);1
05/12/2020;3;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
05/12/2020;3;Boeing Company;False;BOEING 777-336ER;1
05/12/2020;3;False;False;False;138945
05/12/2020;3;Swearingen;False;Metro III;1
05/12/2020;4;Airbus;False;A330 203;8750
05/12/2020;4;Airbus Industrie;Ethiopian Airlines;A350-941;1
05/12/2020;4;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
05/12/2020;4;Boeing;Ethiopian Airlines;777 36NER;1
05/12/2020;4;Boeing;Ethiopian Airlines;787 8;1
05/12/2020;4;Boeing;False;777 39PER;1
05/12/2020;4;Boeing;False;Boeing 777 306ER;1
05/12/2020;4;Boeing;False;Boeing 787 9;1
05/12/2020;4;Boeing;Titan Airways;737-436(SF);1
05/12/2020;4;Boeing Commercial Airplane Group;False;737-400;1
05/12/2020;4;Boeing Company;British Airways;BOEING 777-36NER;1
05/12/2020;4;Boeing Company;Cygnus Air;Boeing 757-200(F);1
05/12/2020;4;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;33
05/12/2020;4;Boeing Company;False;BOEING 777-336ER;1
05/12/2020;4;False;Ace Belgium Freighters;Boeing 747-412(BCF);1
05/12/2020;4;False;False;False;197920
05/12/2020;4;Saab-scania Ab;False;SAAB-SCANIA SF340A;1
05/12/2020;4;Swearingen;False;Metro III;1
05/12/2020;5;Airbus;False;A320 232SL;1
05/12/2020;5;Airbus;False;A330 203;449
05/12/2020;5;Airbus;False;A350 941;1
05/12/2020;5;Airbus;False;A380 842;1
05/12/2020;5;Airbus Industrie;Ethiopian Airlines;A350-941;1
05/12/2020;5;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
05/12/2020;5;Boeing;Ethiopian Airlines;777 36NER;1
05/12/2020;5;Boeing;False;Boeing 737NG 86Q/W;1
05/12/2020;5;Boeing;Nordwind Airlines;777 35EER;1
05/12/2020;5;Boeing;Swiftair;737 4Y0SF;1
05/12/2020;5;Boeing;Titan Airways;737-436(SF);1
05/12/2020;5;False;False;False;263338
05/12/2020;5;False;Volotea;False;1
05/12/2020;5;Gulfstream Aerospace;Gama Aviation;G650;1
05/12/2020;5;Swearingen;False;Metro III;1
05/12/2020;6;Airbus;False;A319 112;99
05/12/2020;6;Airbus;False;A320 216;1
05/12/2020;6;Airbus;False;A320 232SL;857
05/12/2020;6;Airbus;False;A330 203;1
05/12/2020;6;Airbus;False;A380 842;1
05/12/2020;6;Airbus Industrie;Vueling Airlines;A319-111;1
05/12/2020;6;Boeing;Ethiopian Airlines;777 36NER;1
05/12/2020;6;Boeing;False;737NG 8K2/W;372
05/12/2020;6;Boeing;False;777 3FXER;1
05/12/2020;6;Boeing;False;777 F1H;1
05/12/2020;6;Boeing;False;Boeing 737NG 86Q/W;1
05/12/2020;6;Boeing;False;Boeing 737NG 8K2/W;143
05/12/2020;6;Boeing;Nordwind Airlines;777 35EER;1
05/12/2020;6;Boeing;Swiftair;737 4Y0SF;1
05/12/2020;6;Boeing;Titan Airways;737-436(SF);1
05/12/2020;6;Canadair Regional Jet;Air Nostrum;CRJ-1000;1
05/12/2020;6;Cessna;False;Citation Mustang;1
05/12/2020;6;Cessna Aircraft;Netjets Europe;680a Citation Latitude;1
05/12/2020;6;Embraer;False;EMB-190 STD;1
05/12/2020;6;Embraer;False;EMB-195 LR;1
05/12/2020;6;Embraer;Klm Cityhopper;EMB-190 STD;1
05/12/2020;6;Embraer;Klm Cityhopper;ERJ-175STD;57
05/12/2020;6;False;False;False;406953
05/12/2020;6;Gulfstream Aerospace;Gama Aviation;G650;1
05/12/2020;6;Swearingen;Flightline;Swearingen Metro III;1
05/12/2020;7;Airbus;Air Arabia Maroc;A320 214SL;1
05/12/2020;7;Airbus;Easyjet Airline Company Limited - United Kingdom;A321-251NX;1
05/12/2020;7;Airbus;False;A319 112;1
05/12/2020;7;Airbus;False;A320 214;1
05/12/2020;7;Airbus;False;A320 216;1
05/12/2020;7;Airbus;False;A320 232SL;111
05/12/2020;7;Airbus;False;A321 213;1
05/12/2020;7;Airbus;False;A330 203;1
05/12/2020;7;Airbus;False;A330 243;1
05/12/2020;7;Airbus;Iberia Airlines;Airbus A330-302;1
05/12/2020;7;Airbus Industrie;British Airways;A320-251N;1
05/12/2020;7;Airbus Industrie;Vueling Airlines;A319-111;1
05/12/2020;7;Airbus Sas;False;AIRBUS A319-111;1
05/12/2020;7;Boeing;Ace Belgium Freighters;Boeing 747-4EVERF;1
05/12/2020;7;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
05/12/2020;7;Boeing;False;737 33VQC;1
05/12/2020;7;Boeing;False;737NG 8K2/W;371
05/12/2020;7;Boeing;False;777 31HER;1
05/12/2020;7;Boeing;False;777 3FXER;1
05/12/2020;7;Boeing;False;787 8;1051
05/12/2020;7;Boeing;False;787 9;1
05/12/2020;7;Boeing;False;Boeing 737NG 86Q/W;1
05/12/2020;7;Boeing;False;Boeing 737NG 8K2/W;143
05/12/2020;7;Boeing;False;Boeing 777-39L(ER);1
05/12/2020;7;Bombardier;False;CRJ 1000 NG;1
05/12/2020;7;Bombardier Inc.;False;DHC-8-402;1
05/12/2020;7;Cessna;Air Jetsul;Cessna Citation CJ3;1
05/12/2020;7;Cessna;False;172R Skyhawk;1
05/12/2020;7;Cessna;False;Cessna Citation CJ1;1
05/12/2020;7;Cessna;False;Citation Mustang;1
05/12/2020;7;Cessna;False;Citation XLS;1
05/12/2020;7;Cessna Aircraft;Netjets Europe;680a Citation Latitude;1
05/12/2020;7;Embraer;False;EMB-190 LR;370
05/12/2020;7;Embraer;False;EMB-190 STD;1577
05/12/2020;7;False;False;False;442168
05/12/2020;7;False;Klm;Boeing 787-9 Dreamliner;1
05/12/2020;7;False;Virgin Atlantic Airways;Airbus A350-1041;1
05/12/2020;7;False;Virgin Atlantic Airways;Boeing 787-9;1
05/12/2020;7;Gulfstream Aerospace;False;Gulfstream Aerospace G450;1
05/12/2020;7;Robin;False;DR.400 120 Petit Prince;1
05/12/2020;7;Short Brothers & Harland Ltd.;False;SC-7 Skyvan S3;1
05/12/2020;7;Swearingen;Flightline;Swearingen Metro III;1
05/12/2020;8;Airbus;Air Arabia Maroc;A320 214SL;1
05/12/2020;8;Airbus;British Airways;A350-1041;1
05/12/2020;8;Airbus;Easyjet Airline Company Limited - United Kingdom;A321-251NX;1
05/12/2020;8;Airbus;False;A319 112;2
05/12/2020;8;Airbus;False;A320 214;1
05/12/2020;8;Airbus;False;A320 216;1
05/12/2020;8;Airbus;False;A320 232SL;1
05/12/2020;8;Airbus;False;A321 213;1
05/12/2020;8;Airbus;False;A321 231SL;1
05/12/2020;8;Airbus;False;A330 243;1
05/12/2020;8;Airbus;Iberia Airlines;Airbus A330-302;1
05/12/2020;8;Airbus Industrie;British Airways;A320-251N;1676
05/12/2020;8;Airbus Industrie;False;AIRBUS A319-131;1
05/12/2020;8;Airbus Industrie;Virgin Atlantic Airways; A350-1041;1
05/12/2020;8;Airbus Industrie;Vueling Airlines;A319-111;1
05/12/2020;8;Airbus Industrie;Vueling Airlines;A320-271N;1
05/12/2020;8;Airbus Sas;False;AIRBUS A319-111;1
05/12/2020;8;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
05/12/2020;8;Boeing;False;737 33VQC;1
05/12/2020;8;Boeing;False;737NG 85P/W;1
05/12/2020;8;Boeing;False;737NG 8K2/W;67
05/12/2020;8;Boeing;False;777 31HER;1
05/12/2020;8;Boeing;False;777 36NER;1
05/12/2020;8;Boeing;False;787 8;118
05/12/2020;8;Boeing;False;787 9;2
05/12/2020;8;Boeing;False;Boeing 737NG 86Q/W;1
05/12/2020;8;Boeing;False;Boeing 777-300(ER);1
05/12/2020;8;Boeing;False;Boeing 777-39L(ER);1
05/12/2020;8;Boeing Company;False;BOEING 777-236;1
05/12/2020;8;Bombardier;False;CRJ 1000 NG;1
05/12/2020;8;Bombardier Inc.;False;DHC-8-402;1
05/12/2020;8;Cessna;Air Jetsul;Cessna Citation CJ3;1
05/12/2020;8;Cessna;False;172R Skyhawk;238
05/12/2020;8;Cessna;False;Cessna Citation CJ1;1
05/12/2020;8;Cessna;False;Citation XLS;1
05/12/2020;8;Embraer;False;EMB-190 LR;3768
05/12/2020;8;Embraer;False;EMB-190 STD;78
05/12/2020;8;Embraer;False;EMB-195 LR;1
05/12/2020;8;Embraer;Klm Cityhopper;EMB-190 STD;1
05/12/2020;8;Embraer;Klm Cityhopper;ERJ-175STD;1
05/12/2020;8;False;False;False;518690
05/12/2020;8;False;Klm;Boeing 787-9 Dreamliner;1
05/12/2020;8;False;Virgin Atlantic Airways;Boeing 787-9;1
05/12/2020;8;False;Volotea;False;1
05/12/2020;8;Gulfstream Aerospace;False;Gulfstream Aerospace G450;1
05/12/2020;8;Piper;False;PA-28 161 Cadet;1
05/12/2020;8;Piper;False;PA-28 161 Warrior II;137
05/12/2020;8;Piper;False;PA-28 161 Warrior III;1
05/12/2020;8;Piper;False;PA-28 180 Cherokee;1
05/12/2020;8;Robin;False;DR.400 120 Dauphin 2+2;1
05/12/2020;8;Robin;False;DR.400 120 Petit Prince;135
05/12/2020;8;Robin;False;DR.400 140B Dauphin 4;1
05/12/2020;8;Robin;False;HR.100 250TR President;1
05/12/2020;8;Robinson;False;R44 Clipper II;1
05/12/2020;8;Short Brothers & Harland Ltd.;False;SC-7 Skyvan S3;1
05/12/2020;8;Socata;False;TB20 Trinidad;1
05/12/2020;8;Swearingen;Flightline;Swearingen Metro III;1
05/12/2020;9;Aero;False;AT-3 R100;1
05/12/2020;9;Airbus;Air Arabia Maroc;A320 214SL;1
05/12/2020;9;Airbus;Capital Airlines;A330 343E;1
05/12/2020;9;Airbus;False;A319 112;498
05/12/2020;9;Airbus;False;A320 216;1
05/12/2020;9;Airbus;False;A320 232SL;1
05/12/2020;9;Airbus;False;A321 211;1
05/12/2020;9;Airbus;False;A330 203;379
05/12/2020;9;Airbus;False;A330 243;1
05/12/2020;9;Airbus;False;A380 842;1
05/12/2020;9;Airbus;Iberia Airlines;Airbus A330-302;1
05/12/2020;9;Airbus;Norwegian Air Shuttle A.s. T/a Norwegian - Norway;330-223;1
05/12/2020;9;Airbus Helicopters;False;EC135 T3;1
05/12/2020;9;Airbus Industrie;British Airways;A320-251N;4568
05/12/2020;9;Airbus Industrie;British Airways;A321-251NX;1
05/12/2020;9;Airbus Industrie;Vueling Airlines;A319-111;1
05/12/2020;9;Airbus Sas;False;AIRBUS A319-111;111
05/12/2020;9;Boeing;False;737 33VQC;1
05/12/2020;9;Boeing;False;737NG 7K2/W;1
05/12/2020;9;Boeing;False;737NG 8K2/W;5496
05/12/2020;9;Boeing;False;777 31HER;1
05/12/2020;9;Boeing;False;777 36NER;1
05/12/2020;9;Boeing;False;787 9;607
05/12/2020;9;Boeing;False;Boeing 737NG 86Q/W;1
05/12/2020;9;Boeing;False;Boeing 737NG 8K2/W;336
05/12/2020;9;Boeing;False;Boeing 747 8HVF;1
05/12/2020;9;Boeing;False;Boeing 777 306ER;1
05/12/2020;9;Boeing;False;Boeing 777-300(ER) ;1
05/12/2020;9;Boeing;False;Boeing 787-9;492
05/12/2020;9;Boeing;Titan Airways;737-436(SF);1
05/12/2020;9;Boeing Company;False;BOEING 777-236;160
05/12/2020;9;Bombardier;False;CRJ 1000 NG;1
05/12/2020;9;Bombardier Inc.;False;DHC-8-402;1
05/12/2020;9;Canadair Regional Jet;Air Nostrum;CRJ-1000;1
05/12/2020;9;Cap Aviation;False;CAP-10 B;1
05/12/2020;9;Cessna;Air Jetsul;Cessna Citation CJ3;1
05/12/2020;9;Cessna;False;172R Skyhawk;901
05/12/2020;9;Cessna;False;Cessna Citation CJ1;1
05/12/2020;9;Cessna;False;Citation XLS;1
05/12/2020;9;Cessna Aircraft Company;False;560 XL;1
05/12/2020;9;Cessna Aircraft Company;False;CESSNA 208 Caravan I;1
05/12/2020;9;Cessna Aircraft Company;False;CESSNA 560XL Citation Excel;1
05/12/2020;9;Diamond Aircraft;False;Katana DA20-A1;340
05/12/2020;9;Diamond Aircraft;False;Katana DA20-A1 100;1
05/12/2020;9;Embraer;False;EMB-170 ST;1
05/12/2020;9;Embraer;False;EMB-190 LR;2401
05/12/2020;9;Embraer;False;EMB-190 STD;719
05/12/2020;9;Embraer;Klm Cityhopper;EMB-190 STD;1
05/12/2020;9;Embraer;Klm Cityhopper;ERJ-175STD;1180
05/12/2020;9;Embraer;Klm Cityhopper;Embraer ERJ-175;1
05/12/2020;9;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
05/12/2020;9;False;False;False;735583
05/12/2020;9;Flight Design;False;Flight Design CT 2K;1
05/12/2020;9;Gulfstream Aerospace;False;G550;1
05/12/2020;9;Hawker Beechcraft Corp;False;Hawker Beechcraft Corp Hawker 400XP;1
05/12/2020;9;Ilyushin;Silk Way Airlines;IL-76 TD;1
05/12/2020;9;Piper;False;PA-28 161 Cadet;315
05/12/2020;9;Piper;False;PA-28 161 Warrior II;1
05/12/2020;9;Piper;False;PA-28 161 Warrior III;1
05/12/2020;9;Piper;False;PA-28 180 Cherokee;1
05/12/2020;9;Piper Aircraft Corporation;False;PIPER PA-28-161 Cherokee Warrior Ii;1
05/12/2020;9;Red-air Uk;False;IKARUS C42 FB100 BRAVO Ikarus;1
05/12/2020;9;Reims/cessna;False;F172M;135
05/12/2020;9;Robin;False;DR.400 120 Dauphin 2+2;1174
05/12/2020;9;Robin;False;DR.400 120 Petit Prince;2815
05/12/2020;9;Robin;False;DR.400 140B Dauphin 4;462
05/12/2020;9;Robin;False;DR.400 140B Major 80;1
05/12/2020;9;Robin;False;DR.400 180 Regent;1
05/12/2020;9;Robin;False;HR.100 250TR President;1
05/12/2020;9;Robinson;False;R44 Clipper II;1
05/12/2020;9;Robinson;False;R44 Raven II;1
05/12/2020;9;Short Brothers & Harland Ltd.;False;SC-7 Skyvan S3;1
05/12/2020;9;Socata;False;TB20 Trinidad;167
05/12/2020;9;Tecnam;False;Tecnam P.2002 Sierra JF;1
06/12/2020;0;Airbus Industrie;Virgin Atlantic Airways; A350-1041;1
06/12/2020;0;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
06/12/2020;0;Boeing;Ethiopian Airlines;777 F6N;1
06/12/2020;0;Boeing;False;Boeing 737 408SF;1
06/12/2020;0;Boeing;Titan Airways;737-436(SF);1
06/12/2020;0;Embraer;False;Phenom 300;1
06/12/2020;0;False;Ace Belgium Freighters;Boeing 747-412(BCF);1
06/12/2020;0;False;False;False;84628
06/12/2020;1;Airbus;False;A330 203;1
06/12/2020;1;Boeing;Titan Airways;737-436(SF);1
06/12/2020;1;False;False;False;60332
06/12/2020;1;Ilyushin;Silk Way Airlines;Ilyushin IL-76 TD-90SW;1
06/12/2020;10;Aero;False;AT-3 R100;1
06/12/2020;10;Airbus;Air Arabia Maroc;A320 214SL;1
06/12/2020;10;Airbus;False;A319 112;143
06/12/2020;10;Airbus;False;A320 214;1
06/12/2020;10;Airbus;False;A330 203;183
06/12/2020;10;Airbus;False;A330 243;107
06/12/2020;10;Airbus;False;A330 343E;1
06/12/2020;10;Airbus;False;A340 212;1
06/12/2020;10;Airbus;False;ACJ318 112 Elite;1
06/12/2020;10;Airbus;Vueling Airlines;False;1
06/12/2020;10;Airbus Industrie;British Airways;A321-251NX;1
06/12/2020;10;Airbus Industries;False;A319-112;1
06/12/2020;10;Airbus Sas;Easyjet;AIRBUS A320-214;1
06/12/2020;10;Airbus Sas;Easyjet Airline Company Limited - United Kingdom;320-251N;1
06/12/2020;10;Beech;False;Baron 58;1
06/12/2020;10;Boeing;Ace Belgium Freighters;Boeing 747-4EVERF;1
06/12/2020;10;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
06/12/2020;10;Boeing;Egyptair;Boeing 777-36N(ER);1
06/12/2020;10;Boeing;Emirates Airlines;777 31HER;1
06/12/2020;10;Boeing;False;737NG 85P/W;37
06/12/2020;10;Boeing;False;737NG 8K2/W;133
06/12/2020;10;Boeing;False;737NG 958ER/W;1
06/12/2020;10;Boeing;False;747 412F;1
06/12/2020;10;Boeing;False;767 34GER/W;1
06/12/2020;10;Boeing;False;777 206ER;1
06/12/2020;10;Boeing;False;777 306ER;1
06/12/2020;10;Boeing;False;777 31HER;1
06/12/2020;10;Boeing;False;777 FFX;1
06/12/2020;10;Boeing;False;787 8;1
06/12/2020;10;Boeing;False;787 9;1
06/12/2020;10;Boeing;False;Boeing 777 300ER;1
06/12/2020;10;Boeing;Jet2.com Limited - United Kingdom;Boeing 737-85P;1
06/12/2020;10;Boeing;Titan Airways;737-436(SF);1
06/12/2020;10;Boeing Charleston (chs);Etihad Airways;Boeing 787-9;1
06/12/2020;10;Boeing Company;British Airways;Boeing 787-10;1
06/12/2020;10;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
06/12/2020;10;Boeing Company;False;BOEING 787-9 Dreamliner;1
06/12/2020;10;Bombardier;False;Challenger 605;1
06/12/2020;10;Bombardier Inc;False;CANADAIR CL600-2B16 (604 VARIANT) Challenger 604;1
06/12/2020;10;C.e.a.;False;Jodel DR.221 Dauphin;1
06/12/2020;10;Casa;Czech Air Force;C-295 M;1
06/12/2020;10;Cessna;False;172R Skyhawk;120
06/12/2020;10;Cessna;False;Citation CJ3;1
06/12/2020;10;Cessna;False;Citation XLS;1
06/12/2020;10;Cessna Aircraft Company;False;510;1
06/12/2020;10;Cessna Aircraft Company;False;560 XL;1
06/12/2020;10;Cessna Aircraft Company;False;CESSNA 208 Caravan I;1
06/12/2020;10;Dassault;False;Falcon 2000EX EASy;1
06/12/2020;10;Diamond Aircraft;False;Katana DA20-A1;1
06/12/2020;10;Diamond Aircraft;False;Twin Star DA42;1
06/12/2020;10;Diamond Aircraft Industries Inc;False;DA20-A1 Katana;1
06/12/2020;10;Embraer;False;EMB-190 LR;1
06/12/2020;10;Embraer;False;EMB-190 STD;123
06/12/2020;10;Embraer;False;EMB-195 LR;1355
06/12/2020;10;Embraer;False;Phenom 300;1
06/12/2020;10;Embraer;Klm Cityhopper;ERJ-175STD;1
06/12/2020;10;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
06/12/2020;10;False;False;False;659027
06/12/2020;10;Mooney;False;M.20J Model 205;1
06/12/2020;10;Piper;False;PA-28 161 Cadet;925
06/12/2020;10;Piper;False;PA-28 161 Warrior II;426
06/12/2020;10;Piper;False;PA-28 180 Cherokee;1
06/12/2020;10;Piper Aircraft Corporation;False;PIPER PA-28R-180 Cherokee Arrow;1
06/12/2020;10;Reims/cessna;False;F150L;1
06/12/2020;10;Robin;False;DR.400 120 Dauphin 2+2;54
06/12/2020;10;Robin;False;DR.400 120 Petit Prince;1573
06/12/2020;10;Robin;False;DR.400 140B (135CDi);1
06/12/2020;10;Robin;False;DR.400 140B Dauphin 4;1
06/12/2020;10;Robin;False;DR.400 140B Major 80;1
06/12/2020;10;Robin;False;DR.400 160 Chevalier;1
06/12/2020;10;Robin;False;DR.400 2+2 Tricycle;1
06/12/2020;10;Robin;False;DR.400 200;1
06/12/2020;10;Robinson;False;R44 Clipper II;268
06/12/2020;10;Saab-fairchild;False;340 A;1
06/12/2020;10;Short Brothers & Harland Ltd.;False;SC-7 Skyvan S3;1
06/12/2020;10;Tecnam;False;P.2010;1
06/12/2020;11;Airbus;False;A319 112;1159
06/12/2020;11;Airbus;False;A320 214;4273
06/12/2020;11;Airbus;False;A320 232SL;1
06/12/2020;11;Airbus;False;A330 203;1
06/12/2020;11;Airbus;False;A330 243;1
06/12/2020;11;Airbus;False;A340 212;1
06/12/2020;11;Airbus;False;ACJ318 112 Elite;1
06/12/2020;11;Airbus Industrie;British Airways;A320-251N;1
06/12/2020;11;Airbus Industrie;British Airways;A321-251NX;1
06/12/2020;11;Airbus Sas;Easyjet Airline Company Limited - United Kingdom;320-251N;1
06/12/2020;11;Airbus Sas;False;AIRBUS A319-111;791
06/12/2020;11;Avions Pierre Robin;False;PIERRE ROBIN HR200/120B;1
06/12/2020;11;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
06/12/2020;11;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
06/12/2020;11;Boeing;Egyptair;Boeing 777-36N(ER);1
06/12/2020;11;Boeing;Emirates Airlines;777 31HER;1
06/12/2020;11;Boeing;False;737NG 79T/W BBJ;1
06/12/2020;11;Boeing;False;737NG 7K2/W;1
06/12/2020;11;Boeing;False;737NG 85P/W;1
06/12/2020;11;Boeing;False;737NG 8K2/W;1
06/12/2020;11;Boeing;False;747 412F;1
06/12/2020;11;Boeing;False;767 34GER/W;1
06/12/2020;11;Boeing;False;777 31HER;1
06/12/2020;11;Boeing;False;787 8;1
06/12/2020;11;Boeing;False;787 9;1
06/12/2020;11;Boeing;False;Boeing 777-36N(ER);1
06/12/2020;11;Boeing Company;British Airways;Boeing 787-10;1
06/12/2020;11;Boeing Company;False;BOEING 787-9 Dreamliner;1
06/12/2020;11;Bombardier Inc;False;CANADAIR CL600-2B16 (604 VARIANT) Challenger 604;1
06/12/2020;11;Casa;Czech Air Force;C-295 M;1
06/12/2020;11;Cessna;False;172R Skyhawk;1
06/12/2020;11;Cessna;False;Cessna Citation CJ1;1
06/12/2020;11;Cessna Aircraft Company;False;560 XL;1
06/12/2020;11;Cessna Aircraft Company;False;CESSNA 208 Caravan I;1
06/12/2020;11;Cessna Aircraft Company;False;CESSNA 560XL Citation Excel;1
06/12/2020;11;Cessna Aircraft Company;False;CESSNA A152 Aerobat;1
06/12/2020;11;Diamond Aircraft;False;Katana DA20-A1;1
06/12/2020;11;Diamond Aircraft;False;Twin Star DA42;1
06/12/2020;11;Embraer;False;EMB-190 LR;1249
06/12/2020;11;Embraer;False;EMB-190 STD;1
06/12/2020;11;Embraer;False;EMB-195 LR;1
06/12/2020;11;Embraer;False;Embraer EMB-190 LR;1
06/12/2020;11;Embraer;False;Phenom 300;1
06/12/2020;11;Embraer;Klm Cityhopper;ERJ-175STD;2288
06/12/2020;11;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
06/12/2020;11;Empresa Brasileira De Aeronautica Sa;False;EMB-145EP;1
06/12/2020;11;Eurocopter;False;EC135 T2+;1
06/12/2020;11;False;False;False;643352
06/12/2020;11;False;Klm;Boeing 787-9;1
06/12/2020;11;False;Virgin Atlantic Airways;Airbus A350-1041;1
06/12/2020;11;Piper;False;PA-28 161 Cadet;1
06/12/2020;11;Piper;False;PA-28 161 Warrior II;23
06/12/2020;11;Pipistrel;False;Pipistrel Alpha Trainer;1
06/12/2020;11;Raytheon Aircraft Company;False;400 XP;1
06/12/2020;11;Reims/cessna;False;F150L;1
06/12/2020;11;Robin;False;DR.400 120 Dauphin 2+2;672
06/12/2020;11;Robin;False;DR.400 120 Petit Prince;1211
06/12/2020;11;Robin;False;DR.400 140B Dauphin 4;1
06/12/2020;11;Robin;False;DR.400 2+2 Tricycle;1
06/12/2020;11;Robinson;False;R22 Beta;1
06/12/2020;11;Robinson;False;R44 Clipper II;1
06/12/2020;11;Short Brothers & Harland Ltd.;False;SC-7 Skyvan S3;1
06/12/2020;12;Aero;False;AT-3 R100;1
06/12/2020;12;Airbus;Cathay Pacific Airways Ltd. - Hong Kong;350-1041;1
06/12/2020;12;Airbus;False;A319 112;967
06/12/2020;12;Airbus;False;A320 214;239
06/12/2020;12;Airbus;False;A320 232SL;249
06/12/2020;12;Airbus;False;A340 212;1
06/12/2020;12;Airbus;False;A380 842;1
06/12/2020;12;Airbus Industrie;British Airways;A320-251N;2
06/12/2020;12;Airbus Industrie;British Airways;A321-251NX;1
06/12/2020;12;Airbus Sas;Easyjet Airline Company Limited - United Kingdom;320-251N;1
06/12/2020;12;Airbus Sas;False;AIRBUS A319-111;2085
06/12/2020;12;Atr - Gie Avions De Transport Regional;Flybe;ATR 72-212 A 500 Version;1
06/12/2020;12;Avions Pierre Robin;False;CEA DR400/180 Regent;1
06/12/2020;12;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
06/12/2020;12;Boeing;False;737NG 7K2/W;1
06/12/2020;12;Boeing;False;737NG 85P/W;175
06/12/2020;12;Boeing;False;737NG 86Q/W;1
06/12/2020;12;Boeing;False;737NG 8K2/W;184
06/12/2020;12;Boeing;False;737NG 958ER/W;1
06/12/2020;12;Boeing;False;777 206ER;1
06/12/2020;12;Boeing;False;777 300ER;1
06/12/2020;12;Boeing;False;777 FFX;1
06/12/2020;12;Boeing;False;Boeing 777 306ER;1
06/12/2020;12;Boeing;False;Boeing 777-31H(ER);1
06/12/2020;12;Boeing;Royal Air Maroc;737-7B6 (W);1
06/12/2020;12;Boeing;Royal Air Maroc;737NG 7B6/W;1
06/12/2020;12;Boeing;Royal Air Maroc;737NG 8B6/W;1
06/12/2020;12;Boeing Charleston (chs);Etihad Airways;Boeing 787-9;1
06/12/2020;12;Boeing Company;False;BOEING 777-236;1
06/12/2020;12;Bombardier;Czech Air Force;Challenger 601 3A;1
06/12/2020;12;Casa;Czech Air Force;C-295 M;1
06/12/2020;12;Cessna;False;172R Skyhawk;1
06/12/2020;12;Cessna;False;Cessna Citation CJ1;1
06/12/2020;12;Cessna;False;Citation XLS;1
06/12/2020;12;Cessna Aircraft Company;False;510;1
06/12/2020;12;Cessna Aircraft Company;False;CESSNA 208 Caravan I;1
06/12/2020;12;Cessna Aircraft Company;False;CESSNA 560XL Citation Excel;1
06/12/2020;12;Cessna Aircraft Company;Globeair;510;1
06/12/2020;12;Diamond Aircraft Industries Inc;False;DA20-A1 Katana;1
06/12/2020;12;Embraer;False;EMB-190 LR;6982
06/12/2020;12;Embraer;False;EMB-190 STD;209
06/12/2020;12;Embraer;False;EMB-195 AR;1
06/12/2020;12;Embraer;False;EMB-195 LR;335
06/12/2020;12;Embraer;False;Embraer EMB-190 LR;1
06/12/2020;12;Embraer;Klm Cityhopper;ERJ-175STD;873
06/12/2020;12;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
06/12/2020;12;Empresa Brasileira De Aeronautica Sa;False;EMB-145EP;1
